Id,SalePrice
1461,117401.25
1462,167859.08
1463,188281.02
1464,189586.2
1465,182823.17
1466,172952.53
1467,177915.67
1468,160719.05
1469,180422.45
1470,128788.94
1471,199059.73
1472,97740.266
1473,106598.09
1474,156583.58
1475,123239.0
1476,349855.5
1477,268901.3
1478,290181.72
1479,282696.53
1480,511806.06
1481,307761.25
1482,199498.39
1483,171237.89
1484,159980.72
1485,178405.9
1486,195019.53
1487,325331.75
1488,227379.12
1489,221855.22
1490,193167.03
1491,186201.73
1492,87798.945
1493,201311.92
1494,292498.75
1495,288010.3
1496,248011.67
1497,182163.16
1498,161654.36
1499,157304.31
1500,161181.08
1501,172098.48
1502,161955.47
1503,279731.9
1504,248436.67
1505,233515.16
1506,189132.0
1507,233151.47
1508,198360.92
1509,157270.25
1510,142220.45
1511,142328.89
1512,163321.62
1513,125985.664
1514,168396.97
1515,200955.64
1516,150581.94
1517,154961.56
1518,126754.53
1519,245670.36
1520,131428.75
1521,140562.92
1522,160884.53
1523,106511.805
1524,122400.52
1525,124737.8
1526,115176.125
1527,106806.41
1528,140497.8
1529,149112.03
1530,168048.03
1531,122713.266
1532,89528.92
1533,146857.48
1534,124187.24
1535,142922.66
1536,119993.04
1537,72223.58
1538,157625.23
1539,201058.16
1540,93930.69
1541,147116.45
1542,141088.47
1543,225114.53
1544,79257.71
1545,116781.305
1546,133365.42
1547,130134.04
1548,140026.19
1549,113202.22
1550,132126.2
1551,114061.88
1552,136122.27
1553,150355.52
1554,116742.74
1555,177168.55
1556,79730.83
1557,111338.086
1558,102493.414
1559,94901.03
1560,126694.35
1561,152151.08
1562,122287.24
1563,128213.74
1564,161975.62
1565,154442.73
1566,246474.33
1567,72117.32
1568,233121.7
1569,145634.98
1570,140794.27
1571,132277.34
1572,146531.56
1573,257386.6
1574,117153.305
1575,219353.25
1576,237006.28
1577,200792.45
1578,145279.48
1579,151277.72
1580,190365.4
1581,158560.77
1582,124750.36
1583,334283.94
1584,239245.77
1585,142946.72
1586,64203.28
1587,96748.984
1588,167197.66
1589,98207.2
1590,129968.25
1591,93877.06
1592,121778.83
1593,134572.05
1594,163440.34
1595,102699.36
1596,233868.9
1597,203538.77
1598,203964.98
1599,174165.48
1600,164460.28
1601,57716.242
1602,109161.04
1603,91300.695
1604,294921.06
1605,246970.47
1606,169180.45
1607,185153.69
1608,219784.44
1609,191045.17
1610,162881.84
1611,142166.16
1612,165054.7
1613,164003.52
1614,121725.984
1615,94985.02
1616,76198.7
1617,96173.05
1618,128698.0
1619,146232.73
1620,187667.53
1621,152293.95
1622,130179.76
1623,280793.72
1624,206395.95
1625,120516.32
1626,167820.03
1627,192793.36
1628,266682.0
1629,190674.75
1630,334101.62
1631,216255.47
1632,229830.47
1633,173527.95
1634,190551.73
1635,174031.6
1636,155513.64
1637,195297.86
1638,194659.58
1639,186600.53
1640,243132.25
1641,167756.69
1642,236899.77
1643,233011.3
1644,234844.73
1645,191233.9
1646,164948.08
1647,165072.16
1648,129242.36
1649,143194.64
1650,122779.87
1651,125561.86
1652,99425.69
1653,97060.93
1654,157938.78
1655,146899.61
1656,143770.33
1657,159068.05
1658,150302.45
1659,127739.484
1660,161219.55
1661,442314.9
1662,389634.78
1663,414596.16
1664,430257.12
1665,327156.0
1666,334039.28
1667,383885.0
1668,339901.1
1669,273469.9
1670,361257.9
1671,277381.47
1672,428253.9
1673,303491.72
1674,247738.31
1675,188994.97
1676,190573.48
1677,221608.31
1678,423778.84
1679,397938.03
1680,331904.72
1681,255568.44
1682,326890.44
1683,177355.33
1684,161514.17
1685,167703.3
1686,165497.83
1687,170419.9
1688,197758.55
1689,185873.38
1690,188083.16
