Id,SalePrice
1461,144000.0
1462,140000.0
1463,171000.0
1464,173000.0
1465,197000.0
1466,188000.0
1467,173000.0
1468,188000.0
1469,194500.0
1470,94750.0
1471,210000.0
1472,83000.0
1473,75000.0
1474,170000.0
1475,139400.0
1476,582933.0
1477,235128.0
1478,310000.0
1479,318000.0
1480,466500.0
1481,394617.0
1482,202500.0
1483,176432.0
1484,160200.0
1485,170000.0
1486,168500.0
1487,315000.0
1488,215000.0
1489,250580.0
1490,192000.0
1491,180000.0
1492,84000.0
1493,230000.0
1494,354000.0
1495,305900.0
1496,210000.0
1497,196500.0
1498,151000.0
1499,147400.0
1500,140000.0
1501,150000.0
1502,160200.0
1503,212000.0
1504,212000.0
1505,204000.0
1506,151400.0
1507,211000.0
1508,190000.0
1509,165150.0
1510,150000.0
1511,179200.0
1512,206900.0
1513,158000.0
1514,259500.0
1515,124900.0
1516,154000.0
1517,140000.0
1518,118000.0
1519,226000.0
1520,135000.0
1521,150000.0
1522,157900.0
1523,112000.0
1524,135750.0
1525,128500.0
1526,128900.0
1527,108000.0
1528,143000.0
1529,137500.0
1530,157900.0
1531,85000.0
1532,119000.0
1533,153500.0
1534,120000.0
1535,259500.0
1536,115000.0
1537,61000.0
1538,212000.0
1539,239500.0
1540,79000.0
1541,163000.0
1542,133900.0
1543,167500.0
1544,55000.0
1545,85400.0
1546,134900.0
1547,131000.0
1548,140000.0
1549,135750.0
1550,131000.0
1551,115000.0
1552,189000.0
1553,177000.0
1554,117000.0
1555,197900.0
1556,135000.0
1557,259500.0
1558,93000.0
1559,85000.0
1560,133900.0
1561,259500.0
1562,130000.0
1563,124500.0
1564,177500.0
1565,144500.0
1566,260000.0
1567,76000.0
1568,222000.0
1569,134432.0
1570,147000.0
1571,98000.0
1572,171000.0
1573,203000.0
1574,60000.0
1575,190000.0
1576,210000.0
1577,207500.0
1578,185000.0
1579,140000.0
1580,188000.0
1581,154000.0
1582,122000.0
1583,305900.0
1584,236000.0
1585,134900.0
1586,93000.0
1587,119000.0
1588,124500.0
1589,93000.0
1590,123500.0
1591,91500.0
1592,100000.0
1593,135750.0
1594,117000.0
1595,160000.0
1596,226000.0
1597,154300.0
1598,170000.0
1599,192000.0
1600,209500.0
1601,89000.0
1602,135750.0
1603,109500.0
1604,274000.0
1605,227000.0
1606,143000.0
1607,195000.0
1608,207500.0
1609,176485.0
1610,167500.0
1611,153500.0
1612,136500.0
1613,176432.0
1614,131400.0
1615,93500.0
1616,88000.0
1617,75000.0
1618,139000.0
1619,129000.0
1620,189000.0
1621,147000.0
1622,167900.0
1623,312500.0
1624,210000.0
1625,151500.0
1626,218000.0
1627,185000.0
1628,258000.0
1629,170000.0
1630,305900.0
1631,265900.0
1632,212000.0
1633,189950.0
1634,150000.0
1635,185000.0
1636,139950.0
1637,160000.0
1638,226000.0
1639,188000.0
1640,268000.0
1641,201000.0
1642,236000.0
1643,212000.0
1644,212000.0
1645,151400.0
1646,159950.0
1647,175500.0
1648,158000.0
1649,129000.0
1650,120500.0
1651,112500.0
1652,83000.0
1653,120000.0
1654,146000.0
1655,133000.0
1656,148500.0
1657,146000.0
1658,148500.0
1659,171750.0
1660,147000.0
1661,426000.0
1662,451950.0
1663,360000.0
1664,466500.0
1665,310000.0
1666,319000.0
1667,410000.0
1668,350000.0
1669,285000.0
1670,337500.0
1671,260400.0
1672,466500.0
1673,252000.0
1674,227000.0
1675,176432.0
1676,177500.0
1677,187500.0
1678,466500.0
1679,410000.0
1680,320000.0
1681,266000.0
1682,274900.0
1683,192000.0
1684,159895.0
1685,163990.0
